Time,GameId,Type,Player,x,y,z
16,0,POS,Steven,740.330078,628.284180,-15.875000
16,0,POS,Ranger,710.285034,2086.933106,24.127840
17,0,POS,Ranger,702.374329,2089.083984,24.127840
17,0,POS,Steven,680.806580,312.960022,24.125000
18,0,POS,Ranger,472.222168,2256.724854,28.125000
18,0,POS,Steven,677.008179,-7.308729,69.214615
18,0,POS,Steven,674.349243,-46.189426,71.208534
19,0,POS,Ranger,436.485992,2024.406128,28.125000
19,0,POS,Steven,645.812927,14.248937,68.108444
20,0,POS,Ranger,408.627533,1713.301758,24.127834
20,0,POS,Steven,646.727173,334.827942,24.643404
20,0,POS,Ranger,377.426209,1504.817017,24.127834
21,0,POS,Ranger,432.159180,1497.204956,24.127834
21,0,POS,Steven,812.783325,542.888062,-15.875000
22,0,POS,Ranger,668.556091,1392.748901,24.127855
22,0,POS,Steven,1108.290894,536.789368,-15.875000
23,0,POS,Ranger,912.147888,1298.458374,24.127840
23,0,POS,Steven,1111.331543,840.916931,24.125000
24,0,POS,Ranger,1069.372559,1270.337158,24.128122
24,0,POS,Steven,1127.031372,1091.054077,24.125000
25,0,POS,Ranger,948.217468,1271.713623,24.128836
25,0,POS,Steven,1151.708862,1004.851685,24.125942
25,0,POS,Ranger,714.699890,1285.346558,24.128836
26,0,POS,Ranger,745.791748,1288.942993,24.128836
26,0,POS,Steven,1154.590088,1107.795654,53.541206
27,0,DPOS,Steven,1022.516235,1367.898804,24.125301
27,0,POS,Ranger,1021.187744,1275.966919,24.129856
27,0,POS,Ranger,1021.187744,1275.966919,24.129856
27,0,POS,Steven,1022.516235,1367.898804,24.125301
28,0,POS,Ranger,1092.727905,1012.157593,24.125000
28,0,POS,Steven,987.944580,1368.873657,24.125450
28,0,SPAWN,Steven,212.000000,2360.000000,65.000000
29,0,POS,Ranger,1058.731812,1231.491211,24.125000
29,0,POS,Steven,212.000000,2360.000000,64.948601
29,0,POS,Ranger,995.754822,1276.021362,24.125000
30,0,POS,Ranger,1091.074097,1164.875488,24.125000
30,0,POS,Steven,403.359009,2201.319580,24.125000
30,0,POS,Steven,624.155457,2131.863770,24.125000
31,0,POS,Ranger,1086.035522,843.372925,24.125000
31,0,POS,Steven,696.838074,2079.951660,24.125000
32,0,POS,Ranger,1097.085327,549.410278,-15.875000
32,0,POS,Steven,941.739563,1870.647217,24.125000
32,0,POS,Ranger,1091.940308,541.920288,-15.875000
32,0,POS,Ranger,1091.940308,541.920288,-15.875000
33,0,POS,Ranger,1074.961914,686.369568,-15.875000
33,0,POS,Steven,892.270691,1558.386475,24.125000
34,0,POS,Ranger,1106.839844,988.038025,24.125000
34,0,POS,Steven,728.408630,1357.593994,24.128122
35,0,POS,Ranger,1010.854309,1274.638184,24.125000
35,0,POS,Steven,980.724243,1273.373657,24.125000
35,0,DPOS,Ranger,776.556213,1271.420288,24.125000
35,0,POS,Steven,696.242737,1238.692993,24.125000
36,0,POS,Ranger,742.266785,1236.893433,29.335554
36,0,POS,Steven,664.472595,1225.683960,24.125000
37,0,POS,Ranger,654.792358,1225.872681,24.125000
37,0,POS,Steven,530.606506,1241.774414,28.125000
37,0,POS,Steven,668.566650,1240.573120,24.125000
37,0,SPAWN,Ranger,416.000000,824.000000,-7.000000
38,0,POS,Ranger,416.000000,824.000000,-15.875000
38,0,POS,Steven,856.655640,1260.130005,24.125000
39,0,POS,Ranger,220.863342,845.333740,24.125000
39,0,POS,Steven,1086.333496,1085.326294,24.125000
40,0,POS,Ranger,255.793533,1163.442017,24.125000
40,0,POS,Steven,1042.629272,780.108582,24.125000
41,0,POS,Ranger,297.134644,1059.920044,24.125000
41,0,POS,Steven,771.940186,592.544922,-15.875000
42,0,POS,Ranger,238.415237,744.931885,23.125000
42,0,POS,Steven,497.520660,512.295044,-15.875000
42,0,POS,Ranger,222.479538,522.223206,-15.695069
43,0,POS,Ranger,269.234924,514.304504,-15.695069
43,0,POS,Steven,578.904114,473.642090,-15.875000
43,0,DPOS,Ranger,339.847778,552.446777,-15.695069
43,0,POS,Steven,605.228455,510.929749,-15.874585
44,0,POS,Ranger,297.295837,613.419922,-15.685955
44,0,POS,Steven,790.507629,504.885803,-15.874585
45,0,POS,Ranger,297.295837,613.419922,-15.685955
45,0,POS,Steven,489.881561,586.084839,-15.874585
45,0,SPAWN,Ranger,212.000000,2360.000000,65.000000
46,0,POS,Ranger,220.414536,2210.733643,55.125000
46,0,POS,Steven,314.271912,796.874939,24.125000
46,0,POS,Ranger,222.395660,2167.530518,40.125000
46,0,POS,Ranger,223.114960,2125.873047,24.125000
46,0,POS,Ranger,220.892105,2089.777100,24.125000
47,0,POS,Ranger,218.296875,2156.040527,24.125000
47,0,POS,Steven,235.050003,1035.806397,24.125000
48,0,POS,Ranger,382.271576,2181.445068,24.125000
48,0,POS,Steven,406.770569,1280.845703,24.125000
48,0,POS,Ranger,621.029419,2084.814697,24.127832
49,0,POS,Ranger,642.928711,2086.653076,24.127832
49,0,POS,Steven,633.233093,1423.174561,24.125000
50,0,POS,Ranger,606.104797,1804.860840,29.173838
50,0,POS,Steven,672.559265,1530.568726,24.125000
51,0,POS,Ranger,381.339844,1626.469482,24.127838
51,0,POS,Steven,369.155365,1575.371460,24.125000
51,0,POS,Ranger,385.762329,1507.020142,24.127838
51,0,DPOS,Steven,376.754913,1632.536987,24.125000
51,0,POS,Ranger,501.902466,1511.988770,24.127838
52,0,POS,Ranger,532.088318,1523.292114,28.125000
52,0,POS,Steven,370.920227,1692.115234,24.126804
53,0,POS,Ranger,754.215698,1318.229614,28.125000
53,0,POS,Steven,365.332153,1749.521240,24.127457
53,0,POS,Ranger,882.803223,1333.950073,24.127842
54,0,POS,Ranger,966.991638,1353.984619,24.127842
54,0,POS,Steven,365.332153,1749.521240,24.127457
54,0,SPAWN,Steven,936.000000,824.000000,-7.000000
55,0,POS,Ranger,1091.852905,1150.466431,24.127842
55,0,POS,Steven,802.672546,768.517395,-15.875000
55,0,POS,Steven,712.575439,731.877258,-18.366802
56,0,POS,Ranger,1090.511353,831.035522,24.127842
56,0,POS,Steven,705.481262,521.783752,-15.875000
57,0,POS,Ranger,882.290833,592.229614,-15.875000
57,0,POS,Steven,685.815308,201.574036,56.982422
57,0,POS,Steven,681.433167,-46.576336,71.275658
58,0,POS,Ranger,702.010681,378.477295,-7.875001
58,0,POS,Steven,660.281250,-110.282860,74.542709
59,0,POS,Ranger,857.363892,361.930145,6.514519
59,0,POS,Steven,621.542419,99.452072,63.786270
60,0,POS,Ranger,943.133301,607.666077,-15.873335
60,0,POS,Steven,624.498108,239.789978,48.125000
61,0,POS,Ranger,1090.491455,814.110962,24.125000
61,0,POS,Steven,823.163452,538.425354,-15.651727
61,0,DPOS,Ranger,1093.376709,941.108337,24.125000
61,0,POS,Steven,943.360901,594.419312,-15.651727
62,0,POS,Ranger,1088.835327,970.836487,24.125032
62,0,POS,Steven,1174.453613,578.347656,-15.875000
62,0,POS,Steven,1073.894531,818.283569,24.125000
63,0,POS,Ranger,1088.835327,970.836487,24.125032
63,0,POS,Steven,1072.628784,864.271729,24.125000
63,0,SPAWN,Ranger,216.000000,1328.000000,33.000000
64,0,POS,Ranger,375.236267,1290.811401,24.125000
64,0,POS,Steven,1032.947510,1183.212402,24.125000
65,0,POS,Ranger,684.739380,1342.939941,24.125000
65,0,POS,Steven,771.424316,1263.794556,24.125000
65,0,POS,Steven,653.918335,1252.548096,24.125385
66,0,POS,Ranger,484.322510,1502.024170,24.125000
66,0,POS,Steven,628.722534,1340.996582,24.125385
66,0,POS,Ranger,426.267853,1472.060669,24.127840
66,0,POS,Ranger,423.803803,1540.154785,24.127840
67,0,POS,Ranger,447.572235,1503.761475,24.127840
67,0,POS,Steven,675.729004,1451.977417,24.125385
68,0,POS,Ranger,583.424377,1509.646729,28.125000
68,0,POS,Steven,749.186035,1477.680542,24.145985
69,0,POS,Ranger,781.931397,1278.691162,24.127846
69,0,POS,Steven,541.276794,1336.874756,28.125000
70,0,POS,Ranger,1082.658814,1234.815430,24.127846
70,0,POS,Steven,608.741821,1285.425171,54.135448
71,0,POS,Ranger,1089.360474,913.961853,24.127846
71,0,POS,Steven,895.558044,1242.154053,24.125000
72,0,POS,Ranger,1133.522461,608.875305,-15.875000
72,0,POS,Steven,1154.495850,1154.677979,24.217934
72,0,POS,Ranger,1096.523804,546.013123,-15.875000
73,0,POS,Ranger,921.707886,617.819458,-15.875000
73,0,POS,Steven,1106.358398,915.217102,24.125000
73,0,POS,Ranger,702.629578,740.024170,-13.064202
74,0,POS,Ranger,617.849426,742.492554,-19.875000
74,0,POS,Steven,1079.376953,605.555664,-15.875000
74,0,POS,Steven,1105.426025,545.079590,-15.875000
75,0,POS,Ranger,819.941162,663.067261,-15.875000
75,0,POS,Steven,1123.166748,657.035645,23.764599
76,0,POS,Ranger,935.645142,711.715027,-11.875000
76,0,POS,Steven,983.733887,678.190369,49.757996
77,0,POS,Ranger,949.067322,764.762817,-7.875001
77,0,POS,Steven,831.640381,420.115997,-15.874748
78,0,POS,Ranger,1086.795410,950.159302,24.125000
78,0,POS,Steven,583.928101,595.719360,-15.874748
79,0,POS,Ranger,1042.618774,1256.356445,24.125000
79,0,POS,Steven,336.780212,791.026184,16.125000
80,0,POS,Ranger,726.689758,1287.666748,24.125000
80,0,POS,Steven,226.157593,758.093140,16.125000
81,0,POS,Ranger,758.011536,1287.469971,24.125000
81,0,POS,Steven,215.144562,879.525818,24.125000
82,0,POS,Ranger,727.393494,1289.332153,24.125000
82,0,POS,Steven,243.624893,1208.091309,61.583614
83,0,POS,Ranger,759.094116,1285.896118,24.125000
83,0,POS,Steven,261.325653,1224.609497,24.188765
83,0,DPOS,Ranger,742.721680,1286.889648,24.125263
83,0,POS,Steven,238.261810,1310.782837,24.188765
84,0,POS,Ranger,758.846314,1285.138550,24.125460
84,0,POS,Steven,236.061569,1221.627930,24.188765
85,0,POS,Ranger,758.846314,1285.138550,24.125460
85,0,POS,Steven,418.772949,1288.255005,24.188765
85,0,SPAWN,Ranger,212.000000,2360.000000,65.000000
85,0,POS,Steven,611.594360,1310.864868,24.188765
86,0,POS,Ranger,218.840347,2242.587891,56.125000
86,0,POS,Steven,670.543091,1319.471069,24.188765
86,0,POS,Ranger,222.557129,2167.399414,40.125000
86,0,POS,Ranger,224.265915,2125.373779,24.125000
86,0,POS,Ranger,222.236145,2090.786133,24.125000
87,0,POS,Ranger,217.688934,2073.857910,24.125000
87,0,POS,Steven,464.976807,1442.268311,24.125000
87,0,POS,Steven,426.974854,1437.212402,24.125000
88,0,POS,Ranger,401.572784,2190.311279,24.130938
88,0,POS,Steven,358.804565,1698.933228,24.125000
88,0,POS,Ranger,621.775757,2095.809570,24.129381
89,0,POS,Ranger,646.670044,2098.066162,24.129381
89,0,POS,Steven,457.172028,2007.910400,58.726814
90,0,POS,Ranger,485.427612,2198.819092,27.125000
90,0,POS,Steven,709.068909,2139.260986,24.159195
91,0,POS,Ranger,717.723450,2068.436523,24.127831
91,0,POS,Steven,670.394592,2303.230225,28.067400
92,0,POS,Ranger,960.099915,2005.442383,24.127842
92,0,POS,Steven,702.307617,1969.103516,32.654758
92,0,POS,Ranger,1107.871704,1931.858765,24.127842
93,0,POS,Ranger,1083.421631,1836.850708,24.127842
93,0,POS,Steven,989.333740,1809.068848,24.146126
93,0,DPOS,Ranger,1068.340820,1808.578491,24.127842
93,0,POS,Steven,1033.873535,1796.238525,24.146126
93,0,POS,Steven,1033.873535,1796.238525,24.146126
94,0,POS,Ranger,1073.909180,1794.343262,24.128820
94,0,POS,Steven,1134.537109,1956.326782,24.146126
95,0,POS,Ranger,1073.909180,1794.343262,24.128820
95,0,POS,Steven,948.818787,1715.204590,24.146126
95,0,SPAWN,Ranger,416.000000,824.000000,-7.000000
96,0,POS,Ranger,266.534790,803.564453,24.125000
96,0,POS,Steven,761.290161,1526.127441,28.125000
97,0,POS,Ranger,263.569550,1099.217163,24.125000
97,0,POS,Steven,763.270752,1297.893921,24.125000
97,0,POS,Steven,904.786194,1313.181641,24.125000
98,0,POS,Ranger,256.982697,939.750488,24.125000
98,0,POS,Steven,1044.847046,1250.303345,24.125000
99,0,POS,Ranger,209.783524,627.440674,-15.875000
99,0,POS,Steven,1090.943359,927.551209,24.125000
99,0,POS,Ranger,238.609253,544.888611,-15.875000
100,0,POS,Ranger,413.323090,606.155273,-15.875000
100,0,POS,Steven,911.505432,681.815796,-6.687800
100,0,DPOS,Steven,740.166016,580.302307,2.074593
100,0,POS,Ranger,513.834351,747.588562,-15.874212
100,0,POS,Ranger,638.002197,756.475281,-15.874212
101,0,POS,Ranger,650.681030,748.035706,-16.874212
101,0,POS,Steven,687.007385,551.806885,-15.706374
101,0,POS,Ranger,671.080566,642.031067,-15.875000
102,0,POS,Ranger,694.152710,450.337616,-15.875000
102,0,POS,Steven,687.007385,551.806885,-15.706374
102,0,SPAWN,Steven,216.000000,1328.000000,33.000000
103,0,POS,Ranger,644.930054,400.963043,-15.875000
103,0,POS,Steven,216.290131,1327.991089,24.125000
104,0,POS,Ranger,644.930054,400.963043,-15.875000
104,0,POS,Steven,518.407776,1310.817871,24.125000
105,0,POS,Ranger,668.534424,263.993683,36.125000
105,0,POS,Steven,839.176880,1285.638306,24.125000
106,0,POS,Ranger,675.283569,-47.392391,71.119781
106,0,POS,Ranger,675.283569,-47.392391,71.119781
106,0,POS,Steven,1117.807129,1128.983887,24.125000
107,0,POS,Ranger,714.638733,166.553589,60.411865
107,0,POS,Steven,1056.417480,813.054504,24.125000
108,0,POS,Ranger,755.512329,313.886444,32.125000
108,0,POS,Steven,982.927490,628.446228,-15.778586
109,0,POS,Ranger,826.358398,379.065125,-15.875000
109,0,POS,Steven,691.203369,476.625305,-15.777102
110,0,POS,Ranger,544.841919,387.462402,-3.865786
110,0,POS,Steven,844.436340,547.109558,-15.776004
110,0,POS,Steven,1008.889099,542.110657,-15.776004
111,0,POS,Ranger,588.039734,698.248352,-15.859963
111,0,POS,Steven,1088.028198,668.424377,-15.776004
112,0,POS,Ranger,752.377625,896.867371,-15.859875
112,0,POS,Steven,811.790405,710.812988,-15.831418
113,0,POS,Ranger,832.783997,632.157959,-15.859875
113,0,POS,Steven,543.037170,766.188232,-15.875000
113,0,DPOS,Steven,480.470703,703.837463,-15.875000
113,0,POS,Ranger,704.208801,576.253418,-15.859875
113,0,POS,Ranger,648.778076,692.588257,-19.859875
114,0,POS,Ranger,642.373718,707.872314,-24.859875
114,0,POS,Steven,465.488983,688.395752,-15.874567
115,0,POS,Ranger,473.623505,827.459961,-15.875000
115,0,POS,Steven,465.488983,688.395752,-15.874567
115,0,SPAWN,Steven,1052.000000,1432.000000,33.000000
116,0,POS,Ranger,238.887283,859.497986,24.125000
116,0,POS,Steven,1000.937439,1483.956543,24.125000
117,0,POS,Ranger,252.885483,1176.322754,24.125000
117,0,POS,Steven,980.549255,1738.338867,24.125000
117,0,POS,Steven,1110.097778,2021.236206,24.125000
118,0,POS,Ranger,525.705994,1286.876099,24.125000
118,0,POS,Steven,1111.652344,2031.856812,24.125000
118,0,POS,Steven,1114.181274,2059.801514,24.125000
118,0,POS,Steven,1115.411743,2095.385986,24.125000
118,0,POS,Ranger,632.954529,1285.691895,24.125000
119,0,POS,Ranger,631.479309,1414.069214,24.125000
119,0,POS,Steven,1091.164551,2351.481201,56.125000
120,0,POS,Ranger,648.303955,1689.342163,24.125000
120,0,POS,Steven,820.391846,2222.160400,26.172600
120,0,POS,Steven,694.254822,2130.375244,24.125000
121,0,POS,Ranger,780.853333,1963.767212,24.125000
121,0,POS,Steven,567.769043,2020.419067,24.125463
122,0,POS,Ranger,488.067902,2189.381592,24.125000
122,0,POS,Steven,533.834168,2106.415772,24.126091
123,0,POS,Ranger,196.271118,2245.895264,56.125000
123,0,POS,Steven,498.937561,2039.822388,24.193735
123,0,POS,Ranger,214.564835,2152.668701,24.138308
123,0,POS,Ranger,208.917542,2123.335693,24.138308
123,0,POS,Ranger,205.476807,2095.789063,24.138308
124,0,POS,Ranger,195.131653,2055.851807,39.553139
124,0,POS,Steven,325.131012,1785.524902,24.125000
124,0,DPOS,Steven,276.256012,1752.242554,24.125881
124,0,POS,Ranger,204.327271,1892.546509,24.125000
124,0,POS,Ranger,282.602509,1790.785522,24.125000
125,0,POS,Ranger,306.793823,1769.812622,24.125000
125,0,POS,Steven,291.139099,1754.349609,24.126358
126,0,POS,Ranger,471.425995,1539.783203,24.125000
126,0,POS,Steven,291.139099,1754.349609,24.126358
126,0,SPAWN,Steven,1024.000000,1000.000000,33.000000
127,0,POS,Ranger,713.535584,1377.273804,24.127855
127,0,POS,Steven,1024.000000,1060.488892,24.125000
128,0,POS,Ranger,481.488098,1291.167236,24.127855
128,0,POS,Steven,882.460266,1308.772339,24.125000
129,0,POS,Ranger,247.715302,1107.002686,24.127872
129,0,POS,Steven,560.835388,1277.213379,24.125000
129,0,DPOS,Ranger,266.015228,835.397705,24.128065
129,0,POS,Steven,334.792816,1362.497192,38.103333
130,0,POS,Ranger,263.676727,811.318542,24.128164
130,0,POS,Steven,292.031494,1363.051147,24.125000
131,0,POS,Ranger,263.470123,809.206665,24.128164
131,0,POS,Steven,244.221252,1100.671631,24.125000
131,0,POS,Steven,255.299896,960.643066,24.125000
131,0,SPAWN,Ranger,1024.000000,1000.000000,33.000000
132,0,POS,Ranger,1026.357300,1053.554932,24.125000
132,0,POS,Steven,303.330353,787.596680,24.125000
133,0,POS,Ranger,1093.340820,902.546021,24.125000
133,0,POS,Steven,547.255554,568.520386,-15.802659
134,0,POS,Ranger,887.340271,691.873596,-15.875000
134,0,POS,Steven,645.465027,266.061279,36.125000
134,0,POS,Ranger,699.537048,734.009094,-19.875000
134,0,POS,Steven,677.570801,-46.494785,71.229187
135,0,POS,Ranger,707.364014,668.798645,-15.875000
135,0,POS,Steven,679.418274,-49.999237,71.408905
136,0,POS,Ranger,912.874634,439.592773,-15.875000
136,0,POS,Steven,644.417419,113.807732,63.008850
137,0,POS,Ranger,632.492065,388.929474,-15.875001
137,0,POS,Steven,758.051086,429.909332,44.553398
138,0,POS,Ranger,650.888184,283.235382,36.125000
138,0,POS,Steven,788.651794,797.167419,27.579401
139,0,POS,Ranger,439.084198,376.806213,8.046665
139,0,POS,Steven,576.254517,856.461243,17.703997
140,0,POS,Ranger,396.423035,626.585022,-15.875000
140,0,POS,Steven,345.795746,606.066223,-15.691798
140,0,POS,Ranger,315.385742,510.990662,-15.875000
141,0,POS,Ranger,376.649567,579.431397,-15.875000
141,0,POS,Steven,356.288757,791.910706,22.800200
141,0,DPOS,Ranger,530.992432,557.037720,-15.875000
141,0,POS,Steven,541.196350,796.873962,27.991003
142,0,POS,Ranger,706.082886,501.146362,-15.875000
142,0,POS,Steven,704.336426,867.806030,-15.649062
142,0,POS,Steven,711.825012,758.346558,-15.884262
143,0,POS,Ranger,724.033569,495.396057,-15.875000
143,0,POS,Steven,659.190002,718.565552,-25.875000
143,0,POS,Steven,577.536316,656.092163,-15.875000
143,0,SPAWN,Ranger,212.000000,2360.000000,65.000000
144,0,POS,Ranger,215.081741,2306.606201,56.125000
144,0,POS,Steven,368.108521,626.083984,-15.875000
145,0,POS,Ranger,271.829010,2227.626221,48.125000
145,0,POS,Steven,223.073532,902.113464,24.125000
146,0,POS,Ranger,272.982025,2142.073730,24.130985
146,0,POS,Steven,302.333618,1216.547363,24.125000
147,0,POS,Ranger,450.452850,2124.288330,28.125000
147,0,POS,Steven,591.473389,1279.896484,24.125000
147,0,POS,Ranger,627.774841,2073.471680,24.127842
148,0,POS,Ranger,616.605957,2041.197388,24.127842
148,0,POS,Steven,670.703735,1577.079346,24.125000
149,0,POS,Ranger,532.014099,1791.883789,28.125000
149,0,POS,Steven,651.968384,1653.441406,24.125546
149,0,DPOS,Steven,706.774902,1746.587769,24.125546
149,0,POS,Ranger,624.248596,1770.536133,24.127909
150,0,POS,Ranger,583.308960,1925.966797,24.127842
150,0,POS,Steven,733.587647,1776.866089,24.128477
150,0,POS,Ranger,596.473938,1820.683716,24.127842
151,0,POS,Ranger,596.666992,1806.371460,24.127842
151,0,POS,Steven,733.587647,1776.866089,24.128477
151,0,SPAWN,Steven,936.000000,824.000000,-7.000000
152,0,POS,Ranger,424.246429,1743.125488,24.127836
152,0,POS,Steven,820.114502,785.414185,-15.875000
152,0,POS,Steven,709.759033,762.471985,-15.932600
152,0,POS,Ranger,390.198090,1502.517456,24.127836
153,0,POS,Ranger,389.560211,1492.437866,24.127836
153,0,POS,Steven,634.242126,590.772034,-15.875000
154,0,POS,Ranger,660.196228,1447.236816,24.127840
154,0,POS,Steven,961.801453,597.081604,-15.875000
154,0,POS,Ranger,673.727173,1319.939697,24.127840
155,0,POS,Ranger,522.770569,1286.654541,24.127840
155,0,POS,Steven,1196.874878,577.516724,-15.875000
156,0,POS,Ranger,309.403107,1119.369751,24.127840
156,0,POS,Steven,1090.526001,853.491882,24.125000
157,0,POS,Ranger,271.894104,847.947144,24.127840
157,0,POS,Steven,1123.517944,1168.015015,24.125000
158,0,POS,Ranger,256.211395,1161.428345,24.127840
158,0,POS,Steven,852.343079,1277.897095,24.125000
159,0,POS,Ranger,498.198334,1220.197754,24.127840
159,0,POS,Steven,645.591431,1437.770508,24.125000
160,0,POS,Ranger,595.129883,1409.681397,28.125000
160,0,POS,Steven,640.377380,1766.895020,24.125000
160,0,POS,Steven,619.857849,2067.321289,24.125000
161,0,POS,Ranger,620.634033,1529.892700,24.127842
161,0,POS,Steven,632.572266,2085.175293,24.125000
162,0,POS,Ranger,646.769592,1614.814453,24.127888
162,0,POS,Steven,759.966064,2331.776611,28.125000
163,0,POS,Ranger,725.841126,1541.598999,24.127888
163,0,POS,Steven,783.159607,2056.242432,24.145910
164,0,POS,Ranger,692.533814,1741.653320,24.127888
164,0,POS,Steven,1065.680176,1962.783203,24.146128
165,0,POS,Ranger,833.507019,1899.208496,28.125000
165,0,POS,Steven,1018.809265,2002.395020,24.146128
165,0,DPOS,Ranger,895.824890,1863.149780,24.127838
165,0,POS,Steven,892.355225,2039.592285,28.125000
166,0,POS,Ranger,808.697388,1782.738403,28.125000
166,0,POS,Steven,863.257080,2041.452393,24.164011
167,0,POS,Ranger,803.845581,1778.242432,28.125000
167,0,POS,Steven,862.061462,1876.356934,25.424999
167,0,POS,Steven,1070.898315,1908.105225,24.125000
167,0,SPAWN,Ranger,416.000000,824.000000,-7.000000
168,0,POS,Ranger,424.705933,804.239380,-15.875000
168,0,POS,Steven,1099.659302,1842.254272,24.125000
168,0,POS,Ranger,631.416687,749.005737,-19.875000
169,0,POS,Ranger,643.852051,759.365112,-24.875000
169,0,POS,Steven,925.029541,1615.417847,24.125000
170,0,POS,Ranger,882.442810,778.213318,-15.875000
170,0,POS,Steven,703.321594,1388.092163,24.125000
170,0,POS,Steven,883.810303,1323.889282,24.125000
171,0,POS,Ranger,1105.147339,887.051697,24.125000
171,0,POS,Steven,975.857788,1319.670166,24.125000
172,0,POS,Ranger,1164.871704,1097.535645,24.125000
172,0,POS,Steven,1069.423096,1047.387329,24.125000
173,0,POS,Ranger,919.336914,1295.313965,28.807688
173,0,POS,Steven,1030.931152,974.910095,24.125000
174,0,POS,Ranger,638.142517,1387.157715,24.125000
174,0,POS,Steven,1050.079712,1157.674805,24.125000
175,0,POS,Ranger,436.206573,1483.651489,24.127842
175,0,POS,Steven,774.374268,1302.053955,24.125523
175,0,POS,Ranger,420.182831,1477.104248,24.127842
175,0,DPOS,Steven,588.679688,1485.521362,24.126465
175,0,POS,Ranger,381.984924,1667.728394,24.127954
176,0,POS,Ranger,380.273315,1715.704712,24.127954
176,0,POS,Steven,586.275391,1498.472656,28.125000
177,0,POS,Ranger,430.179779,2029.909912,28.125000
177,0,POS,Steven,586.275391,1498.472656,28.125000
177,0,SPAWN,Steven,212.000000,2360.000000,65.000000
177,0,POS,Ranger,624.108704,2074.550537,24.127842
178,0,POS,Ranger,692.087524,2120.110840,24.127842
178,0,POS,Steven,212.355698,2359.644287,56.881008
178,0,DPOS,Ranger,889.187195,2310.111572,24.125000
178,0,POS,Steven,458.495636,2341.077637,24.125000
178,0,EPOS,Ranger,889.187195,2310.111572,24.125000
178,0,EPOS,Steven,458.495636,2341.077637,24.125000
179,0,POS,Ranger,905.880127,2328.841309,24.127811
179,0,POS,Steven,502.572571,2331.526367,24.125000
179,0,SPAWN,Ranger,1024.000000,1000.000000,33.000000
180,0,POS,Ranger,668.000000,2304.000000,128.000000
180,0,POS,Steven,668.000000,2304.000000,128.000000
181,0,POS,Ranger,668.000000,2304.000000,128.000000
181,0,POS,Steven,668.000000,2304.000000,128.000000
0,1,SPAWN,Steven,212.000000,2360.000000,65.000000
1,1,POS,Ranger,0.000000,0.000000,0.000000
1,1,POS,Steven,212.000000,2360.000000,56.125000
2,1,POS,Ranger,0.000000,0.000000,0.000000
2,1,POS,Steven,212.000000,2360.000000,56.125000
2,1,SPAWN,Ranger,1052.000000,1432.000000,33.000000
2,1,POS,Steven,204.073868,2165.390869,35.951206
3,1,POS,Ranger,1006.296875,1540.285522,24.125000
3,1,POS,Steven,198.599381,2142.473877,24.125000
